block,n,f,b,g,d
1.3025851E7,322.0,124.51285776843541,74.0207462775761,0.23,0.07789287676720073
1.3025852E7,315.0,98.45099030934128,71.93933259622251,0.31,0.0739982329288407
1.3025853E7,287.0,97.538315503535,70.9278897330844,0.4,0.07029832128239866
1.3025854E7,300.0,99.29855459780082,70.26473689289932,0.43,0.06678340521827872
1.3025855E7,306.0,96.15754600077562,68.57073775177211,0.31,0.06344423495736477
1.3025856E7,316.0,95.09991411936656,67.66150039037335,0.39,0.06027202320949653
1.3025857E7,294.0,93.86666669160432,66.80917842629249,0.39,0.0572584220490217
1.3025858E7,305.0,75.01242168322338,70.44329715461949,1.0,0.05439550094657061
1.3025859E7,326.0,107.33009885847527,69.27843042975518,0.34,0.05167572589924208
1.302586E7,303.0,113.00308024431533,68.32614692344485,0.36,0.049091939604279974
1.3025861E7,284.0,100.3663010507224,67.17898895071451,0.32,0.04663734262406597
1.3025862E7,273.0,89.06061428612655,66.16701395419351,0.33,0.04430547549286267
1.3025863E7,255.0,95.35904688122963,65.72141667988564,0.42,0.04209020171821953
1.3025864E7,295.0,88.96251273165366,64.88048346356553,0.34,0.039985691632308556
1.3025865E7,286.0,91.13021239793736,64.38756817266697,0.4,0.03798640705069313
1.3025866E7,302.0,101.04870929854341,63.64402905108918,0.34,0.03608708669815847
1.3025867E7,309.0,90.72944856371787,63.25128863248324,0.41,0.03428273236325055
1.3025868E7,287.0,87.33038241286546,62.75688727652471,0.38,0.032568595745088025
1.3025869E7,278.0,85.13409777296998,62.01903804373827,0.31,0.030940165957833624
1.302587E7,301.0,82.14905451811887,61.72736838563627,0.42,0.02939315765994194
1.3025871E7,316.0,93.27921774075426,61.244748021578914,0.36,0.027923499776944843
1.3025872E7,257.0,82.73262103455261,60.36743198751876,0.23,0.0265273247880976
1.3025873E7,278.0,84.70538861581562,60.00231587122873,0.38,0.02520095854869272
1.3025874E7,325.0,69.14604692423468,60.45233324026295,0.65,0.025
1.3025875E7,308.0,107.19978852779474,59.847809907860324,0.3,0.025
1.3025876E7,334.0,74.71637435280219,59.847809907860324,0.5,0.025
1.3025877E7,317.0,80.39084342136208,59.698190383090676,0.45,0.025
1.3025878E7,300.0,82.16959354878693,59.66834128789913,0.49,0.025
1.3025879E7,296.0,79.5787734679177,59.28049706952779,0.37,0.025
1.302588E7,286.0,80.13209446185871,58.895173838575865,0.37,0.025
1.3025881E7,315.0,75.82567652108636,58.541802795544406,0.38,0.025
1.3025882E7,293.0,75.48599331577115,58.27836468296446,0.41,0.025
1.3025883E7,291.0,81.66670223163085,58.01611204189112,0.41,0.025
1.3025884E7,303.0,80.29592868080483,58.1321442659749,0.54,0.025
1.3025885E7,301.0,88.47756769798728,57.812417472512045,0.39,0.025
1.3025886E7,256.0,78.94059695192992,57.14757467157816,0.27,0.025
1.3025887E7,276.0,64.88975813104611,58.57626403836761,1.0,0.025
1.3025888E7,293.0,84.92205794389535,58.25409458615659,0.39,0.025
1.3025889E7,305.0,87.04060278055468,58.07933230239812,0.44,0.025
1.302589E7,319.0,78.95071621328086,57.614697643978936,0.34,0.025
1.3025891E7,290.0,85.32500191755592,56.836899225785224,0.23,0.025
1.3025892E7,267.0,79.7427421484843,56.52429628004341,0.39,0.025
1.3025893E7,317.0,82.44658181842111,56.3829855393433,0.45,0.025
1.3025894E7,282.0,82.54664410561188,56.21383658272527,0.44,0.025
1.3025895E7,306.0,72.8996364234563,56.10140890955982,0.46,0.025
1.3025896E7,305.0,72.10901631760808,56.297763840743286,0.57,0.025
1.3025897E7,304.0,77.80232298820398,55.67848843849511,0.28,0.025
1.3025898E7,333.0,71.06478581816579,55.873363148029846,0.57,0.025
1.3025899E7,316.0,85.63075510960634,55.53812296914167,0.38,0.025
1.30259E7,273.0,72.17119369398813,55.87135170695652,0.62,0.025
1.3025901E7,310.0,73.93443497155471,55.28470251403348,0.29,0.025
1.3025902E7,329.0,61.30556336713957,56.41803891557116,0.91,0.025
1.3025903E7,296.0,80.06739347638809,56.05132166261995,0.37,0.025
1.3025904E7,314.0,84.43348290486348,55.74303939347554,0.39,0.025
1.3025905E7,318.0,89.97633513665089,55.269223558631005,0.33,0.025
1.3025906E7,318.0,66.45043269483259,55.18631972329305,0.47,0.025
1.3025907E7,271.0,76.86745077742945,54.74482916550671,0.34,0.025
1.3025908E7,323.0,91.40598745738431,54.74482916550671,0.5,0.025
1.3025909E7,300.0,73.29581964553148,54.47110501967917,0.4,0.025
1.302591E7,291.0,98.12136692379617,53.95362952199222,0.31,0.025
1.3025911E7,322.0,66.22338274002033,55.30247026004202,1.0,0.025
1.3025912E7,297.0,76.31316899651037,54.915352968221725,0.36,0.025
1.3025913E7,309.0,76.92666507523435,54.421114791507726,0.32,0.025
